,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
30701,INN30702,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,6,13,Online,0,0,0,111.0,0,Not_Canceled
22589,INN22590,2,0,0,3,Meal Plan 1,0,Room_Type 1,188,2018,8,3,Online,0,0,0,105.3,1,Canceled
9998,INN09999,2,0,4,6,Meal Plan 1,0,Room_Type 1,207,2018,8,20,Offline,0,0,0,72.25,0,Not_Canceled
11458,INN11459,2,1,0,2,Meal Plan 1,1,Room_Type 1,37,2018,11,1,Online,0,0,0,135.0,1,Not_Canceled
34054,INN34055,2,0,0,2,Not Selected,0,Room_Type 1,128,2018,6,30,Online,0,0,0,65.83,1,Not_Canceled
23932,INN23933,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,101.5,0,Not_Canceled
20474,INN20475,2,0,0,4,Meal Plan 1,0,Room_Type 1,115,2018,4,26,Online,0,0,0,70.03,2,Not_Canceled
17963,INN17964,1,0,2,2,Meal Plan 1,0,Room_Type 1,163,2018,6,5,Offline,0,0,0,100.0,0,Canceled
4221,INN04222,2,0,1,5,Not Selected,0,Room_Type 1,277,2018,10,18,Online,0,0,0,82.17,2,Not_Canceled
2872,INN02873,2,0,1,3,Meal Plan 2,0,Room_Type 1,66,2018,5,9,Online,0,0,0,152.15,1,Not_Canceled
28662,INN28663,1,0,4,8,Meal Plan 1,0,Room_Type 4,17,2018,5,15,Aviation,0,0,0,110.0,0,Canceled
8396,INN08397,2,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,85.0,0,Not_Canceled
15684,INN15685,2,0,0,4,Meal Plan 1,0,Room_Type 1,33,2018,1,12,Online,0,0,0,55.59,0,Not_Canceled
30338,INN30339,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73.0,0,Not_Canceled
22158,INN22159,2,0,1,3,Meal Plan 1,0,Room_Type 4,6,2018,8,29,Online,0,0,0,123.2,0,Not_Canceled
2224,INN02225,2,0,1,4,Meal Plan 1,0,Room_Type 1,168,2018,8,1,Online,0,0,0,99.45,0,Canceled
30051,INN30052,2,0,0,3,Meal Plan 1,0,Room_Type 4,7,2018,3,16,Online,0,0,0,99.2,1,Not_Canceled
7169,INN07170,2,0,1,0,Not Selected,0,Room_Type 1,18,2018,9,12,Online,0,0,0,89.0,0,Not_Canceled
7468,INN07469,2,0,0,5,Not Selected,0,Room_Type 1,144,2018,7,5,Offline,0,0,0,63.75,0,Not_Canceled
25085,INN25086,1,0,1,3,Not Selected,0,Room_Type 1,39,2018,3,10,Online,0,0,0,51.28,1,Canceled
10633,INN10634,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115.0,1,Canceled
27278,INN27279,2,1,1,1,Meal Plan 1,0,Room_Type 1,8,2018,10,29,Online,0,0,0,170.0,2,Not_Canceled
1796,INN01797,3,0,1,1,Meal Plan 1,0,Room_Type 1,221,2018,8,22,Offline,0,0,0,96.9,1,Not_Canceled
33807,INN33808,2,0,0,3,Meal Plan 1,0,Room_Type 4,55,2018,10,13,Online,0,0,0,102.04,4,Not_Canceled
6786,INN06787,1,0,0,3,Meal Plan 1,0,Room_Type 1,6,2018,7,26,Corporate,1,0,1,65.0,0,Not_Canceled
33232,INN33233,2,0,0,3,Meal Plan 1,0,Room_Type 4,77,2018,9,14,Online,0,0,0,149.4,0,Canceled
35871,INN35872,2,0,2,3,Meal Plan 1,0,Room_Type 1,21,2017,9,3,Online,0,0,0,105.0,0,Not_Canceled
13542,INN13543,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,10,20,Corporate,1,0,4,89.0,1,Not_Canceled
29707,INN29708,2,0,1,2,Meal Plan 1,0,Room_Type 1,48,2017,10,2,Online,0,0,0,73.51,0,Not_Canceled
29888,INN29889,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,7,1,Online,0,0,0,151.0,0,Canceled
30624,INN30625,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,2018,3,13,Corporate,0,0,0,85.67,0,Not_Canceled
4766,INN04767,2,0,0,1,Meal Plan 1,0,Room_Type 1,38,2017,10,13,Offline,0,0,0,84.0,0,Not_Canceled
16994,INN16995,1,0,2,3,Meal Plan 2,0,Room_Type 1,3,2018,2,7,Offline,0,0,0,79.75,0,Not_Canceled
26104,INN26105,1,0,0,2,Meal Plan 1,0,Room_Type 1,58,2018,1,27,Offline,0,0,0,81.0,0,Not_Canceled
22839,INN22840,2,0,0,1,Meal Plan 1,0,Room_Type 4,4,2018,9,22,Online,0,0,0,149.38,1,Not_Canceled
17066,INN17067,2,0,2,2,Meal Plan 1,0,Room_Type 1,193,2018,8,26,Online,0,0,0,95.2,0,Canceled
5315,INN05316,2,0,0,1,Meal Plan 1,0,Room_Type 1,71,2018,6,9,Online,0,0,0,126.9,0,Canceled
3295,INN03296,2,0,0,3,Meal Plan 1,0,Room_Type 4,122,2018,5,12,Online,0,0,0,121.5,1,Not_Canceled
16946,INN16947,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0,Canceled
26964,INN26965,2,0,2,2,Meal Plan 1,0,Room_Type 1,160,2018,4,17,Online,0,0,0,107.0,1,Canceled
33742,INN33743,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110.0,0,Canceled
12657,INN12658,1,0,2,1,Meal Plan 2,0,Room_Type 1,122,2018,3,27,Offline,0,0,0,86.0,0,Not_Canceled
6357,INN06358,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,1,Canceled
15099,INN15100,2,1,0,1,Meal Plan 1,0,Room_Type 1,37,2018,3,25,Online,0,0,0,143.1,1,Canceled
20567,INN20568,2,0,1,0,Not Selected,0,Room_Type 1,104,2018,10,9,Online,0,0,0,108.0,1,Canceled
31046,INN31047,2,0,0,1,Meal Plan 1,0,Room_Type 1,289,2017,10,17,Offline,0,0,0,67.0,0,Not_Canceled
7342,INN07343,2,0,1,0,Meal Plan 1,0,Room_Type 1,125,2017,7,26,Online,0,0,0,85.5,0,Canceled
35921,INN35922,2,1,2,5,Meal Plan 1,0,Room_Type 4,180,2018,8,15,Online,0,0,0,82.08,2,Not_Canceled
9664,INN09665,1,0,1,0,Meal Plan 1,0,Room_Type 4,21,2018,2,29,Online,0,0,0,117.0,0,Not_Canceled
17694,INN17695,2,0,1,3,Meal Plan 1,0,Room_Type 1,66,2017,10,19,Online,0,0,0,89.25,1,Not_Canceled
7595,INN07596,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Online,0,0,0,115.0,0,Canceled
6834,INN06835,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
35121,INN35122,2,0,0,3,Meal Plan 1,0,Room_Type 4,12,2017,10,6,Offline,0,0,0,75.0,0,Not_Canceled
701,INN00702,2,0,0,1,Not Selected,0,Room_Type 4,15,2017,9,17,Online,0,0,0,115.0,3,Not_Canceled
30530,INN30531,2,1,0,2,Meal Plan 1,0,Room_Type 4,2,2018,8,24,Online,0,0,0,164.0,1,Not_Canceled
17370,INN17371,2,0,0,1,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85.0,0,Not_Canceled
13268,INN13269,2,0,0,1,Meal Plan 2,0,Room_Type 1,2,2017,9,30,Offline,0,0,0,112.2,0,Not_Canceled
5244,INN05245,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,109.0,0,Not_Canceled
13067,INN13068,2,0,2,2,Not Selected,0,Room_Type 1,143,2018,8,26,Online,0,0,0,85.5,0,Canceled
28192,INN28193,2,0,0,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,Offline,0,0,0,85.0,0,Not_Canceled
31839,INN31840,2,0,2,1,Meal Plan 1,0,Room_Type 1,24,2018,11,13,Offline,0,0,0,80.0,0,Not_Canceled
16302,INN16303,2,1,2,7,Meal Plan 1,0,Room_Type 4,41,2018,3,16,Offline,0,0,0,66.72,1,Not_Canceled
35030,INN35031,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,80.0,0,Canceled
35884,INN35885,1,0,0,3,Not Selected,0,Room_Type 1,25,2018,5,10,Online,0,0,0,129.0,0,Not_Canceled
5377,INN05378,2,0,1,2,Meal Plan 1,0,Room_Type 1,135,2017,9,14,Offline,0,0,0,90.0,0,Not_Canceled
12741,INN12742,1,0,0,2,Not Selected,0,Room_Type 1,13,2018,4,26,Online,0,0,0,104.0,0,Not_Canceled
8494,INN08495,1,0,2,2,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Aviation,1,2,1,110.0,0,Not_Canceled
6061,INN06062,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2017,12,30,Offline,0,0,0,67.0,0,Not_Canceled
1500,INN01501,2,0,2,3,Meal Plan 1,0,Room_Type 1,90,2018,4,24,Online,0,0,0,70.03,1,Not_Canceled
11555,INN11556,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,10,18,Online,0,0,0,135.0,0,Not_Canceled
23584,INN23585,2,0,0,2,Meal Plan 1,1,Room_Type 4,6,2018,1,22,Online,0,0,0,108.0,1,Not_Canceled
20921,INN20922,2,0,0,2,Not Selected,0,Room_Type 1,58,2017,10,30,Online,0,0,0,66.53,1,Not_Canceled
26753,INN26754,2,0,0,3,Meal Plan 1,0,Room_Type 1,117,2018,5,5,Online,0,0,0,105.3,1,Not_Canceled
19341,INN19342,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,100.0,1,Not_Canceled
1056,INN01057,2,0,1,3,Meal Plan 1,0,Room_Type 1,18,2018,10,10,Offline,0,0,0,85.0,0,Not_Canceled
32531,INN32532,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
5787,INN05788,2,0,0,3,Meal Plan 1,1,Room_Type 4,67,2018,3,17,Online,0,0,0,108.3,0,Not_Canceled
10609,INN10610,2,0,2,1,Meal Plan 1,0,Room_Type 2,224,2018,7,24,Online,0,0,0,86.62,0,Canceled
32783,INN32784,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,72.75,0,Not_Canceled
28104,INN28105,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,116.33,0,Canceled
6042,INN06043,1,0,2,1,Meal Plan 1,0,Room_Type 1,6,2017,11,22,Offline,0,0,0,37.33,0,Not_Canceled
23231,INN23232,3,0,0,3,Meal Plan 2,0,Room_Type 4,49,2018,3,30,Online,0,0,0,174.6,1,Not_Canceled
33753,INN33754,2,0,0,5,Meal Plan 1,0,Room_Type 4,51,2018,4,26,Online,0,0,0,120.7,1,Not_Canceled
19002,INN19003,2,0,1,4,Meal Plan 1,0,Room_Type 4,138,2018,7,18,Online,0,0,0,115.6,1,Not_Canceled
36136,INN36137,2,0,2,1,Meal Plan 2,0,Room_Type 1,1,2017,8,22,Offline,0,0,0,94.5,0,Not_Canceled
1744,INN01745,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,23,Corporate,1,0,1,65.0,0,Not_Canceled
26793,INN26794,2,0,2,2,Meal Plan 1,0,Room_Type 1,31,2018,4,17,Online,0,0,0,96.75,1,Not_Canceled
13064,INN13065,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,99.0,0,Not_Canceled
24359,INN24360,2,0,1,2,Not Selected,0,Room_Type 1,57,2018,4,1,Online,0,0,0,81.9,0,Canceled
20419,INN20420,2,0,1,1,Meal Plan 1,0,Room_Type 4,33,2018,2,29,Online,0,0,0,106.4,0,Not_Canceled
22142,INN22143,2,1,0,2,Meal Plan 2,0,Room_Type 1,78,2018,12,16,Offline,0,0,0,120.49,0,Not_Canceled
22959,INN22960,2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,8,26,Online,0,0,0,82.18,0,Canceled
28293,INN28294,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
7133,INN07134,2,0,1,5,Meal Plan 1,0,Room_Type 4,64,2018,9,6,Online,0,0,0,136.8,0,Canceled
35153,INN35154,1,0,2,0,Meal Plan 1,0,Room_Type 1,12,2018,5,8,Online,0,0,0,105.0,1,Not_Canceled
5088,INN05089,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Online,0,0,0,120.0,0,Canceled
33993,INN33994,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,10,22,Online,0,0,0,120.0,1,Not_Canceled
31000,INN31001,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2017,11,2,Online,0,0,0,77.77,0,Not_Canceled
3892,INN03893,3,0,0,2,Meal Plan 1,0,Room_Type 4,103,2018,8,2,Online,0,0,0,137.7,1,Not_Canceled
29440,INN29441,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Offline,0,0,0,130.0,0,Canceled
9359,INN09360,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2018,5,16,Online,0,0,0,97.0,1,Not_Canceled
15718,INN15719,2,0,2,1,Meal Plan 1,0,Room_Type 1,12,2018,9,18,Online,0,0,0,171.33,1,Not_Canceled
5466,INN05467,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,80.0,0,Not_Canceled
10199,INN10200,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
20563,INN20564,3,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,12,31,Online,0,0,0,121.5,0,Not_Canceled
31355,INN31356,2,1,1,3,Meal Plan 1,0,Room_Type 1,38,2018,4,25,Online,0,0,0,121.95,1,Not_Canceled
34976,INN34977,2,0,1,0,Meal Plan 1,0,Room_Type 1,21,2018,3,7,Online,0,0,0,91.0,0,Canceled
8531,INN08532,2,0,0,1,Meal Plan 1,0,Room_Type 1,46,2018,3,24,Online,0,0,0,99.0,0,Canceled
27850,INN27851,3,0,1,2,Meal Plan 1,1,Room_Type 4,160,2018,8,22,Online,0,0,0,146.7,0,Canceled
27100,INN27101,3,0,0,1,Meal Plan 1,1,Room_Type 4,2,2018,5,20,Online,0,0,0,197.0,0,Not_Canceled
66,INN00067,2,0,0,2,Meal Plan 1,0,Room_Type 4,179,2018,6,3,Online,0,0,0,97.7,1,Not_Canceled
28476,INN28477,1,0,1,0,Not Selected,0,Room_Type 1,0,2018,10,10,Online,0,0,0,82.66,0,Not_Canceled
18998,INN18999,2,0,0,3,Meal Plan 1,0,Room_Type 1,66,2018,9,1,Online,0,0,0,141.9,1,Not_Canceled
9241,INN09242,1,0,1,0,Meal Plan 1,0,Room_Type 1,164,2018,10,16,Offline,0,0,0,115.0,0,Canceled
4397,INN04398,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120.0,0,Not_Canceled
15351,INN15352,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2018,8,15,Online,0,0,0,165.67,2,Not_Canceled
12181,INN12182,2,0,2,2,Meal Plan 1,0,Room_Type 1,251,2018,9,25,Online,0,0,0,100.3,2,Canceled
23685,INN23686,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110.0,0,Not_Canceled
15656,INN15657,2,0,0,5,Not Selected,0,Room_Type 1,222,2018,12,27,Online,0,0,0,70.55,2,Not_Canceled
17786,INN17787,1,0,1,2,Meal Plan 1,0,Room_Type 1,31,2017,10,19,Offline,0,0,0,69.3,0,Not_Canceled
27576,INN27577,2,0,2,3,Meal Plan 1,0,Room_Type 4,65,2018,4,8,Online,0,0,0,112.2,1,Not_Canceled
28050,INN28051,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,102.0,0,Canceled
17592,INN17593,0,2,2,1,Meal Plan 1,0,Room_Type 2,104,2018,12,25,Online,0,0,0,91.6,2,Not_Canceled
6792,INN06793,2,0,2,2,Meal Plan 1,0,Room_Type 4,40,2018,10,15,Online,0,0,0,148.28,2,Not_Canceled
20996,INN20997,3,0,4,6,Meal Plan 1,0,Room_Type 4,10,2018,6,12,Online,0,0,0,169.0,0,Canceled
35542,INN35543,2,0,2,1,Meal Plan 1,0,Room_Type 1,92,2018,3,26,Offline,0,0,0,100.0,0,Canceled
17167,INN17168,2,0,0,4,Meal Plan 1,0,Room_Type 1,159,2017,12,29,Offline,0,0,0,70.5,0,Not_Canceled
24337,INN24338,2,2,1,2,Meal Plan 2,0,Room_Type 6,150,2018,8,19,Online,0,0,0,231.6,0,Canceled
12453,INN12454,2,0,1,2,Meal Plan 1,1,Room_Type 4,101,2018,4,11,Online,0,0,0,103.6,0,Not_Canceled
24684,INN24685,2,1,0,4,Meal Plan 1,0,Room_Type 1,10,2018,10,19,Online,0,0,0,180.0,1,Not_Canceled
267,INN00268,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2017,8,23,Complementary,0,0,0,0.0,1,Not_Canceled
888,INN00889,2,0,2,2,Meal Plan 1,0,Room_Type 1,80,2018,3,25,Offline,0,0,0,74.8,1,Not_Canceled
1971,INN01972,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,2018,6,18,Offline,0,0,0,80.75,0,Not_Canceled
21871,INN21872,2,0,0,3,Meal Plan 1,0,Room_Type 1,1,2017,8,11,Online,0,0,0,105.0,3,Not_Canceled
29349,INN29350,1,0,0,2,Meal Plan 1,0,Room_Type 1,28,2018,5,17,Offline,0,0,0,90.0,0,Not_Canceled
6509,INN06510,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Not_Canceled
27885,INN27886,2,0,2,2,Meal Plan 1,0,Room_Type 1,68,2017,10,11,Online,0,0,0,89.25,1,Canceled
26562,INN26563,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,11,5,Offline,0,0,0,130.0,0,Not_Canceled
18020,INN18021,2,2,1,2,Meal Plan 1,0,Room_Type 6,19,2018,4,29,Online,0,0,0,217.67,0,Canceled
28870,INN28871,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,7,18,Corporate,0,0,0,65.0,1,Not_Canceled
1019,INN01020,1,2,2,3,Meal Plan 1,0,Room_Type 6,10,2018,5,13,Online,0,0,0,215.0,0,Canceled
16590,INN16591,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
31647,INN31648,2,0,2,3,Meal Plan 1,0,Room_Type 1,290,2018,10,20,Online,0,0,0,90.95,0,Canceled
4007,INN04008,2,0,2,2,Meal Plan 1,0,Room_Type 1,47,2018,1,30,Online,0,0,0,55.24,0,Not_Canceled
13350,INN13351,2,0,2,1,Not Selected,0,Room_Type 1,14,2018,4,17,Online,0,0,0,89.0,0,Canceled
19289,INN19290,1,0,0,3,Meal Plan 1,0,Room_Type 1,66,2018,11,3,Online,0,0,0,93.6,3,Not_Canceled
34512,INN34513,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
13748,INN13749,2,0,1,3,Meal Plan 1,0,Room_Type 4,109,2018,8,11,Online,0,0,0,131.4,3,Not_Canceled
27713,INN27714,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2017,8,17,Online,0,0,0,128.0,3,Not_Canceled
26031,INN26032,2,0,1,3,Meal Plan 1,0,Room_Type 1,144,2018,9,22,Online,0,0,0,129.6,2,Canceled
28816,INN28817,2,0,1,3,Meal Plan 1,0,Room_Type 1,8,2018,2,22,Online,0,0,0,93.0,0,Not_Canceled
30572,INN30573,2,0,2,2,Not Selected,0,Room_Type 1,75,2018,7,10,Online,0,0,0,99.0,1,Not_Canceled
15306,INN15307,2,2,1,3,Meal Plan 1,0,Room_Type 6,14,2018,4,18,Online,0,0,0,191.5,0,Canceled
5036,INN05037,2,0,1,0,Meal Plan 1,0,Room_Type 4,131,2018,12,26,Online,0,0,0,103.5,0,Canceled
23615,INN23616,2,2,2,1,Meal Plan 1,0,Room_Type 6,4,2018,3,27,Online,0,0,0,194.33,2,Not_Canceled
15282,INN15283,2,0,1,0,Meal Plan 1,0,Room_Type 1,37,2018,9,25,Offline,0,0,0,85.5,0,Not_Canceled
15859,INN15860,2,0,2,2,Meal Plan 1,0,Room_Type 1,131,2018,10,21,Online,0,0,0,86.9,1,Not_Canceled
10968,INN10969,2,1,2,2,Meal Plan 1,0,Room_Type 5,33,2018,8,13,Offline,0,0,0,150.57,0,Not_Canceled
5702,INN05703,2,0,0,1,Meal Plan 1,0,Room_Type 4,54,2018,6,4,Online,0,0,0,159.3,0,Canceled
4571,INN04572,1,0,2,5,Not Selected,0,Room_Type 1,7,2017,12,23,Online,0,0,0,59.14,0,Not_Canceled
1094,INN01095,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,3,17,Online,0,0,0,73.95,0,Not_Canceled
35576,INN35577,2,2,0,1,Meal Plan 1,0,Room_Type 6,142,2018,8,27,Online,0,0,0,168.3,2,Canceled
31732,INN31733,1,0,0,1,Meal Plan 1,0,Room_Type 1,22,2017,11,17,Corporate,0,0,0,62.0,1,Not_Canceled
2840,INN02841,2,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,12,1,Online,0,0,0,93.6,0,Canceled
2530,INN02531,1,0,2,3,Meal Plan 1,0,Room_Type 1,6,2018,11,6,Online,0,0,0,164.2,2,Not_Canceled
3641,INN03642,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,11,15,Corporate,0,0,0,40.0,0,Not_Canceled
15896,INN15897,2,0,2,2,Meal Plan 1,0,Room_Type 1,73,2018,4,2,Offline,0,0,0,80.75,0,Not_Canceled
23448,INN23449,2,0,0,4,Meal Plan 1,0,Room_Type 1,30,2018,8,30,Online,0,0,0,84.55,2,Not_Canceled
33465,INN33466,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,Canceled
6145,INN06146,2,0,2,5,Meal Plan 1,0,Room_Type 1,159,2018,7,6,Online,0,0,0,106.74,1,Canceled
29146,INN29147,2,0,0,4,Meal Plan 1,0,Room_Type 4,167,2017,9,16,Online,0,0,0,102.0,0,Canceled
21149,INN21150,1,0,1,3,Not Selected,0,Room_Type 1,13,2018,10,31,Online,0,0,0,93.75,2,Not_Canceled
13892,INN13893,2,0,0,3,Meal Plan 1,0,Room_Type 6,1,2018,2,25,Online,0,0,0,100.0,0,Not_Canceled
16859,INN16860,2,0,0,1,Meal Plan 1,0,Room_Type 2,194,2018,7,15,Online,0,0,0,86.75,0,Canceled
8324,INN08325,2,0,0,1,Not Selected,0,Room_Type 1,33,2018,6,9,Online,0,0,0,98.1,0,Canceled
23017,INN23018,1,0,1,3,Meal Plan 1,0,Room_Type 4,16,2018,4,7,Online,0,0,0,127.5,0,Canceled
11395,INN11396,2,0,1,1,Not Selected,0,Room_Type 1,203,2018,6,6,Online,0,0,0,95.4,1,Not_Canceled
4588,INN04589,1,0,0,1,Meal Plan 1,0,Room_Type 1,86,2018,11,30,Online,0,0,0,88.2,1,Not_Canceled
2126,INN02127,2,0,0,1,Meal Plan 2,0,Room_Type 4,46,2017,10,10,Offline,0,0,0,118.8,0,Not_Canceled
23438,INN23439,1,0,0,4,Meal Plan 1,0,Room_Type 1,0,2018,7,6,Online,0,0,0,147.5,1,Not_Canceled
26875,INN26876,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2017,8,21,Online,0,0,0,106.0,2,Not_Canceled
9047,INN09048,2,0,2,1,Meal Plan 1,0,Room_Type 4,31,2017,10,25,Offline,0,0,0,75.0,1,Not_Canceled
3595,INN03596,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,8,12,Complementary,0,0,0,0.0,0,Not_Canceled
5553,INN05554,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Online,0,0,0,120.0,1,Canceled
24400,INN24401,2,0,1,3,Meal Plan 1,0,Room_Type 4,72,2018,9,19,Online,0,0,0,53.95,1,Not_Canceled
302,INN00303,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,2018,1,2,Offline,1,1,0,63.0,1,Not_Canceled
34547,INN34548,2,0,2,4,Meal Plan 1,0,Room_Type 1,75,2018,6,8,Offline,0,0,0,80.75,0,Not_Canceled
1415,INN01416,2,0,2,1,Meal Plan 1,0,Room_Type 4,68,2017,11,28,Offline,0,0,0,60.0,0,Not_Canceled
34933,INN34934,2,0,4,5,Not Selected,0,Room_Type 1,9,2017,9,20,Online,0,0,0,169.11,0,Not_Canceled
19649,INN19650,1,0,1,1,Meal Plan 1,0,Room_Type 1,59,2018,8,8,Online,0,0,0,131.4,1,Not_Canceled
7494,INN07495,1,1,1,4,Meal Plan 2,0,Room_Type 2,34,2017,10,26,Offline,0,0,0,102.74,0,Not_Canceled
201,INN00202,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2017,7,16,Online,0,0,0,76.5,1,Canceled
17776,INN17777,2,0,1,3,Meal Plan 1,0,Room_Type 1,27,2018,6,20,Offline,0,0,0,80.75,0,Not_Canceled
4336,INN04337,2,0,0,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,Offline,0,0,0,100.0,0,Not_Canceled
27763,INN27764,2,0,0,3,Not Selected,0,Room_Type 1,48,2018,3,2,Online,0,0,0,73.1,1,Canceled
1952,INN01953,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,6,10,Offline,0,0,0,120.0,0,Not_Canceled
8350,INN08351,2,0,0,2,Not Selected,0,Room_Type 1,35,2018,10,28,Online,0,0,0,109.0,2,Not_Canceled
28114,INN28115,1,0,0,2,Not Selected,0,Room_Type 1,8,2018,12,16,Online,0,0,0,54.4,0,Not_Canceled
17453,INN17454,2,0,1,3,Meal Plan 1,0,Room_Type 1,66,2017,10,19,Online,0,0,0,89.25,2,Not_Canceled
12389,INN12390,2,0,2,0,Meal Plan 2,0,Room_Type 1,9,2018,10,30,Online,0,0,0,178.0,2,Not_Canceled
26287,INN26288,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,73.0,0,Not_Canceled
23780,INN23781,1,2,0,1,Meal Plan 1,0,Room_Type 1,143,2018,7,13,Online,0,0,0,106.03,0,Not_Canceled
34122,INN34123,2,0,1,2,Meal Plan 1,0,Room_Type 2,24,2018,1,29,Online,0,0,0,77.25,1,Not_Canceled
22334,INN22335,2,0,2,5,Meal Plan 1,0,Room_Type 1,246,2018,9,7,Offline,0,0,0,80.75,0,Not_Canceled
4429,INN04430,2,0,0,1,Meal Plan 1,0,Room_Type 2,107,2017,8,12,Online,0,0,0,76.5,0,Not_Canceled
27252,INN27253,1,0,0,4,Meal Plan 2,1,Room_Type 1,58,2017,12,23,Offline,0,0,0,56.6,0,Not_Canceled
7839,INN07840,2,0,0,2,Meal Plan 1,0,Room_Type 1,11,2018,3,1,Online,0,0,0,75.92,1,Not_Canceled
33156,INN33157,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,80.0,0,Not_Canceled
31281,INN31282,1,0,1,1,Meal Plan 1,0,Room_Type 1,26,2018,11,7,Online,0,0,0,153.23,1,Not_Canceled
