lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
1,2,120.0,10,13,4,1,0,3,0,1
14,2,102.41,5,23,4,2,1,0,0,1
47,1,168.3,9,11,4,1,2,0,3,1
28,0,95.0,4,18,4,0,1,0,0,0
46,0,60.0,11,6,3,2,1,0,3,1
116,0,85.0,2,28,3,1,2,0,0,1
259,0,72.0,11,12,4,5,2,0,1,0
11,2,187.0,9,19,4,0,1,0,0,1
126,1,80.75,6,2,3,3,0,0,0,1
6,2,114.5,9,2,4,4,0,0,0,1
12,1,152.0,9,17,4,1,0,0,0,0
92,1,69.5,2,9,4,2,0,0,0,1
20,0,101.2,9,24,4,2,2,3,0,1
34,2,120.7,12,3,4,6,2,1,0,1
66,2,118.8,4,8,4,1,0,0,3,1
3,0,148.13,9,19,2,0,1,0,0,1
52,0,117.9,7,4,4,1,1,0,0,0
206,1,112.5,10,24,4,2,1,0,0,0
15,1,118.0,8,29,4,2,1,3,0,1
47,0,69.53,2,20,4,1,0,0,1,1
49,3,109.8,9,4,4,0,2,0,0,1
73,0,38.67,11,26,3,3,0,0,0,1
41,1,120.0,4,28,4,3,0,0,0,1
17,0,98.39,12,3,4,4,2,0,0,1
11,2,129.0,2,5,4,2,0,0,3,1
39,1,109.0,8,14,3,2,0,1,0,1
3,1,218.72,9,22,4,3,0,0,6,1
39,2,96.3,11,27,4,2,1,0,0,1
52,1,118.0,8,28,4,0,1,3,0,0
18,0,48.5,11,17,4,3,1,3,0,0
1,1,148.0,8,30,4,2,0,0,0,1
11,1,159.0,9,4,4,2,0,0,0,1
183,0,100.0,9,8,3,3,0,0,0,1
236,0,97.6,10,17,3,3,1,0,3,0
40,0,72.0,4,27,4,1,0,3,0,1
3,1,104.72,5,2,4,0,1,0,0,1
59,1,123.98,9,5,4,3,1,0,3,1
48,1,78.54,10,14,4,4,1,0,3,1
70,0,95.0,4,12,3,4,0,0,1,1
3,0,0.0,11,16,1,1,1,0,0,1
28,2,130.0,11,2,4,3,0,0,0,1
83,1,105.3,3,19,4,1,1,0,0,1
14,1,81.0,2,7,4,5,2,3,0,1
100,2,140.0,9,28,3,4,0,1,0,1
116,1,81.9,4,17,4,1,2,0,0,1
277,0,79.57,9,5,3,5,2,1,0,1
85,1,95.5,4,7,4,2,0,0,0,1
0,0,133.0,12,10,4,1,0,0,3,1
94,1,164.9,5,3,4,5,2,1,3,0
54,0,79.2,11,11,4,2,0,3,0,0
60,0,76.5,3,10,4,1,0,3,0,0
49,2,88.4,11,14,4,4,1,0,0,1
1,3,0.0,6,7,1,1,0,0,0,1
11,1,155.0,8,25,4,1,0,0,3,1
49,0,102.3,4,3,4,1,2,0,0,1
109,1,143.7,8,5,4,2,1,0,3,1
14,1,114.0,9,15,4,2,0,0,0,1
184,1,80.75,7,7,4,3,1,3,0,1
0,0,107.0,12,28,2,1,0,0,0,1
276,0,58.17,9,22,3,3,0,0,0,1
0,0,95.0,6,20,2,0,1,0,0,1
37,0,72.0,11,20,3,1,2,0,0,1
150,0,114.3,5,6,4,2,1,0,3,1
38,0,104.4,3,19,4,1,2,0,3,1
24,2,99.0,6,13,4,1,1,3,0,1
54,1,180.0,3,20,4,1,2,0,5,1
42,1,127.79,3,12,4,5,2,1,3,1
20,0,85.0,10,4,3,2,0,0,0,1
4,0,175.0,8,30,4,2,0,0,3,1
106,2,84.58,7,13,3,4,0,0,0,1
10,1,127.0,3,19,4,1,1,0,0,1
87,0,75.0,5,8,3,3,2,0,0,1
116,0,112.5,5,14,4,1,2,0,0,1
69,0,85.85,4,2,4,2,2,0,0,0
60,2,149.4,9,10,4,6,2,0,3,1
0,0,85.0,1,19,4,1,0,0,0,1
136,1,72.25,7,10,3,4,2,0,0,1
48,2,115.5,7,9,4,1,2,0,0,1
207,0,99.45,8,7,4,2,2,0,3,0
130,2,85.5,8,27,4,1,2,3,0,1
0,3,0.0,5,25,1,1,0,0,0,1
46,0,198.9,5,14,4,1,1,0,5,0
56,1,93.6,11,23,4,3,0,0,0,0
22,2,196.0,7,24,4,1,2,0,3,1
16,0,146.0,4,9,4,1,0,0,3,1
88,1,119.0,12,17,4,5,2,0,3,1
139,1,139.2,8,19,4,4,2,0,3,1
13,1,87.78,5,30,4,2,1,3,0,1
57,1,82.44,12,8,4,3,0,0,1,1
21,0,94.0,10,26,3,3,1,0,0,1
60,3,105.4,12,23,4,2,2,0,0,1
85,2,134.1,8,16,4,5,0,0,0,1
31,0,76.1,3,5,4,1,2,3,0,1
35,2,199.0,11,7,4,3,1,0,0,1
0,0,53.3,4,8,4,1,0,3,0,1
41,0,103.05,10,1,4,2,0,0,0,1
186,1,106.25,8,26,4,2,2,0,0,0
101,0,80.75,10,23,3,1,2,0,0,1
17,2,139.0,10,6,4,1,0,0,0,1
105,0,65.0,9,28,2,1,0,0,0,1
7,0,56.0,3,2,3,2,0,0,3,1
12,0,131.0,4,25,4,0,1,0,0,0
82,0,81.9,4,1,4,2,1,0,0,1
38,0,85.5,9,10,3,2,2,0,0,1
37,0,71.55,2,12,4,2,1,0,1,1
17,1,87.0,2,22,3,1,1,0,0,1
69,0,88.83,9,4,4,4,2,0,0,0
77,0,140.4,5,17,4,3,0,0,3,0
2,0,63.75,11,4,3,4,0,0,0,1
62,0,104.0,7,20,3,3,1,1,0,1
83,2,94.36,11,11,4,3,2,0,0,1
110,0,106.68,5,3,4,4,0,0,0,0
136,1,106.2,3,25,4,2,1,0,0,0
0,0,210.0,7,13,4,1,0,1,0,0
90,0,80.75,10,17,3,3,1,0,0,1
71,0,85.0,9,22,3,3,0,0,0,1
48,1,137.7,4,11,4,2,1,0,3,0
77,0,76.5,8,3,4,12,5,0,0,0
227,0,80.75,8,29,3,5,2,0,0,1
119,0,106.25,10,24,3,3,1,1,0,1
5,1,65.0,9,26,2,0,1,0,0,1
54,0,130.05,4,20,4,3,0,0,0,1
19,0,114.0,5,7,4,1,1,3,0,0
8,1,106.0,2,17,4,4,0,0,3,1
76,0,78.15,3,19,4,1,2,0,1,0
4,1,0.0,2,15,1,1,1,0,0,1
42,0,116.26,3,31,4,3,1,0,0,0
255,0,100.3,9,12,4,5,1,0,0,0
58,0,167.45,4,21,4,3,1,0,5,0
88,0,68.0,12,30,3,1,0,0,0,1
42,1,107.41,10,2,4,1,2,0,3,1
73,0,68.0,7,7,4,4,0,0,0,0
5,1,111.0,12,8,4,2,0,0,0,1
8,1,106.25,5,25,4,1,0,0,0,1
56,0,93.5,3,19,4,4,2,0,0,0
46,2,207.9,5,28,4,1,2,0,5,1
30,0,117.0,3,5,3,1,2,1,0,1
56,0,94.5,6,20,4,2,1,0,0,0
48,1,76.5,3,17,4,1,0,0,0,0
24,1,60.06,11,20,4,0,1,3,0,1
26,1,43.5,12,26,3,2,2,0,0,1
76,2,129.0,6,17,4,2,2,0,0,1
26,0,99.2,10,26,4,1,0,0,0,0
3,0,75.0,5,2,2,0,1,0,0,1
4,2,97.0,1,2,4,1,1,0,0,1
3,0,132.0,10,19,2,2,1,0,0,1
23,2,160.5,6,17,4,2,0,0,3,1
215,1,96.3,8,8,4,2,1,0,0,0
75,3,157.25,11,7,4,2,1,0,0,1
38,0,122.45,12,17,4,6,2,0,0,0
58,0,159.3,5,18,4,1,0,0,3,0
3,1,133.0,9,21,4,0,1,3,0,1
1,1,125.0,3,30,4,1,0,0,3,1
202,0,86.75,7,21,4,1,0,0,1,0
101,2,80.75,5,17,3,3,0,0,0,1
7,0,138.0,4,9,4,4,2,0,3,0
38,0,135.9,5,7,4,1,1,0,0,0
271,0,78.3,12,3,3,1,2,0,0,1
8,0,161.0,4,11,4,1,1,0,3,1
79,2,88.4,11,30,4,4,0,0,0,0
74,0,126.9,5,17,4,3,0,0,0,1
38,1,101.83,9,14,4,5,2,0,0,1
10,0,160.0,3,22,4,5,0,0,3,1
16,0,131.2,4,8,4,3,2,0,3,0
20,0,87.0,1,22,4,1,0,0,0,1
137,2,121.5,8,21,4,0,1,0,0,1
64,1,68.61,6,20,4,3,1,3,0,1
0,0,65.0,1,18,2,1,1,0,0,1
110,0,149.4,9,23,4,2,0,0,3,0
12,1,177.0,5,7,4,1,0,0,3,1
161,1,96.9,7,15,3,2,1,0,0,1
105,0,123.25,7,4,4,4,1,0,0,0
11,1,90.0,4,10,2,0,1,0,3,1
31,0,71.0,2,4,2,2,0,0,0,0
9,0,70.0,12,27,3,5,2,0,0,1
50,1,140.4,5,17,4,3,0,0,3,1
18,2,157.0,12,30,4,2,0,0,3,1
9,1,0.0,12,10,1,1,0,0,5,1
14,0,135.2,9,15,4,1,0,0,0,1
50,0,12.0,2,22,3,5,2,0,4,0
173,0,143.1,9,10,4,1,2,0,0,0
89,1,65.13,4,8,4,2,2,0,0,1
0,0,119.35,10,7,4,1,0,0,3,1
60,1,81.08,7,20,4,1,0,0,0,1
29,1,70.88,11,14,4,5,2,0,3,1
3,0,95.0,5,10,3,2,0,0,0,1
34,0,81.0,6,19,3,1,2,0,0,0
12,1,77.0,1,15,4,2,0,3,0,1
46,0,60.0,11,7,3,2,2,0,3,1
115,2,131.4,8,23,4,5,0,0,3,1
0,0,99.14,8,29,4,5,2,3,0,1
131,0,94.5,5,12,4,2,0,3,0,0
153,1,115.2,6,4,4,1,2,0,0,0
9,1,120.0,11,14,4,3,1,0,0,1
67,3,93.6,11,1,4,4,0,0,0,1
0,0,90.4,11,1,4,0,1,0,0,1
10,1,66.0,3,5,2,2,2,0,0,1
3,1,100.0,2,9,4,3,0,0,0,0
12,0,176.33,12,10,4,1,2,0,5,1
40,1,83.16,10,13,4,1,0,3,0,1
141,0,77.62,8,22,4,2,1,0,0,1
69,1,135.9,5,10,4,1,0,0,0,1
45,1,79.2,11,11,4,2,0,3,0,1
34,1,74.8,11,20,4,10,5,3,0,0
122,3,119.85,5,30,4,5,1,0,0,1
36,2,104.0,12,7,4,4,2,0,0,1
50,0,126.0,11,25,4,2,1,0,3,0
13,0,235.94,10,7,4,3,2,0,6,0
144,0,103.5,8,15,4,2,1,3,0,0
2,1,151.0,4,29,4,4,2,0,3,1
14,1,156.0,6,19,4,2,2,0,3,1
5,0,145.0,9,21,4,0,1,0,0,1
42,1,71.1,3,11,4,2,1,3,0,1
28,0,93.6,6,12,4,7,4,0,3,1
77,0,90.95,10,20,3,3,1,0,3,1
240,1,105.3,8,24,4,3,0,0,0,0
89,2,155.57,7,16,4,5,2,1,3,1
90,1,51.71,3,20,4,3,2,3,0,1
39,0,129.7,9,25,4,0,1,0,0,0
0,0,153.15,5,10,4,1,0,0,5,1
13,0,82.0,1,11,3,2,1,0,0,1
109,1,127.8,8,9,4,5,0,0,3,1
9,1,93.0,2,21,4,1,2,0,0,1
56,0,0.0,5,3,1,1,0,0,3,1
122,0,94.0,4,15,3,2,0,0,0,1
76,1,87.3,4,1,4,2,0,0,0,1
21,1,164.0,9,19,4,0,1,0,3,0
69,0,59.5,3,24,3,3,1,0,0,1
0,3,0.0,6,28,1,2,0,0,3,1
0,0,165.0,3,21,4,3,1,0,0,1
85,0,97.75,3,24,4,3,2,0,3,0
48,2,79.2,11,4,4,2,1,3,0,1
12,1,164.0,9,22,4,4,0,3,0,1
19,1,77.0,1,21,4,1,0,3,0,1
206,1,126.9,9,8,4,3,0,0,1,0
18,1,96.9,11,13,4,4,2,0,3,1
3,1,79.0,7,18,2,1,1,0,0,1
3,1,138.5,8,22,3,1,2,1,0,1
20,0,58.4,2,14,3,0,1,3,0,1
81,1,97.75,3,23,4,4,1,0,3,0
27,0,129.5,12,31,3,3,1,0,0,1
28,1,75.18,11,3,4,3,0,0,0,1
98,2,99.0,11,3,4,3,0,0,0,0
7,1,144.14,9,11,4,2,2,0,5,0
109,1,176.25,8,4,4,3,0,1,0,1
213,1,108.95,8,2,4,5,0,0,0,0
1,0,106.0,2,26,4,1,0,0,3,1
8,0,72.0,2,23,3,2,0,0,0,1
117,0,186.3,8,11,4,3,1,0,5,0
29,0,64.8,3,23,3,3,0,3,0,1
6,1,131.0,4,15,4,1,0,0,0,1
100,2,93.6,12,2,4,2,1,0,0,0
124,1,88.76,6,30,4,2,0,0,1,1
42,1,60.0,1,14,3,3,1,0,0,1
60,1,90.9,3,31,4,2,0,0,0,1
18,0,67.0,10,18,2,2,0,0,0,1
44,2,148.28,10,14,4,2,2,0,3,1
14,1,109.0,3,11,4,2,1,0,0,1
112,1,111.78,5,4,4,4,0,0,0,1
49,0,69.11,9,18,4,2,2,0,0,1
11,0,87.0,2,19,3,2,1,0,0,1
28,2,103.4,10,29,4,3,2,3,0,1
98,2,102.56,8,14,4,1,2,0,3,1
20,0,80.0,3,9,3,3,0,0,0,1
52,1,74.8,11,23,4,4,0,3,0,1
0,0,134.0,3,26,4,1,1,3,0,1
72,1,119.85,5,13,4,2,2,0,0,1
210,3,108.3,8,17,4,3,0,0,3,1
5,1,65.0,7,25,2,0,1,0,0,1
144,1,112.8,8,23,4,5,1,0,3,1
47,2,173.12,4,15,4,2,1,0,5,1
32,0,150.3,3,31,4,3,1,0,0,0
132,0,151.2,10,16,4,2,2,0,3,0
27,0,77.87,12,4,4,2,1,0,1,0
52,0,80.75,4,9,3,3,2,0,0,1
200,0,72.25,7,15,3,2,1,0,0,1
113,2,113.05,12,27,4,5,2,0,3,0
32,1,85.0,10,25,3,3,0,0,0,1
30,1,140.6,3,6,4,1,2,1,3,1
6,2,95.5,8,30,4,2,2,0,0,1
148,0,90.9,8,26,4,2,1,0,0,0
17,1,90.0,8,27,4,3,2,0,0,1
172,1,100.3,6,4,4,2,2,0,0,0
0,0,83.5,10,25,3,0,2,1,0,1
43,3,124.1,11,1,4,4,0,1,0,1
0,1,174.0,8,21,4,1,0,0,5,1
281,0,126.3,10,3,4,3,1,0,3,0
34,0,108.0,10,2,4,1,2,3,0,0
55,0,60.0,11,22,3,1,2,0,3,1
1,2,139.0,6,8,4,1,0,0,3,1
270,0,62.8,4,20,4,4,0,0,0,0
191,2,84.43,8,30,4,4,0,0,3,0
81,0,73.95,2,27,4,6,2,0,0,0
117,2,130.05,7,16,4,2,2,0,3,1
54,0,65.0,10,5,2,0,1,0,0,1
230,0,96.3,10,19,4,3,0,0,0,0
7,1,114.0,10,22,4,1,0,3,0,1
3,0,125.0,4,16,4,1,0,0,0,1
1,0,124.0,6,26,4,0,2,0,0,1
33,0,120.6,9,10,3,1,1,0,0,1
1,0,117.0,2,27,4,1,1,0,3,1
236,1,81.16,9,27,4,4,0,3,0,0
103,0,149.4,9,8,4,3,0,0,3,0
57,1,99.0,8,29,4,0,1,3,0,1
20,1,169.0,7,1,4,1,0,0,0,0
162,1,85.17,9,4,3,2,1,1,0,1
166,0,99.45,6,29,4,4,0,0,3,0
295,1,95.4,7,21,4,3,1,0,0,1
145,1,90.95,6,30,4,3,1,0,0,1
15,1,236.14,9,18,4,10,4,0,5,0
99,2,198.9,5,29,4,0,1,0,5,1
20,2,96.9,12,21,4,4,1,0,3,1
0,0,80.0,5,6,4,1,0,0,0,1
55,0,168.3,8,16,4,3,0,0,3,0
0,1,64.0,11,30,2,1,0,0,0,1
54,3,139.5,10,13,4,3,0,0,3,1
195,0,76.16,5,16,3,2,1,0,0,1
73,1,87.3,4,3,4,1,2,0,0,1
1,1,0.0,9,1,1,1,0,0,0,1
51,1,60.0,11,11,3,4,0,0,3,1
85,1,76.5,3,28,4,2,1,3,0,1
26,2,177.0,5,19,4,1,0,0,3,1
86,0,117.9,8,12,4,2,1,0,0,1
109,1,74.8,12,20,4,5,2,3,0,1
34,1,81.9,3,12,4,1,0,0,0,1
82,0,99.45,3,24,4,3,1,0,3,1
5,0,96.0,10,4,4,1,2,0,0,1
41,0,118.0,12,31,3,3,0,0,0,1
271,1,144.63,12,26,4,5,2,1,3,0
25,2,146.7,11,18,4,3,2,1,0,1
9,1,160.0,10,4,4,2,0,0,0,1
50,1,67.5,12,13,3,2,0,0,0,1
59,2,80.3,3,2,4,3,0,0,0,1
19,0,58.0,12,26,3,1,2,0,0,1
69,0,94.5,4,26,4,3,0,3,0,0
35,0,137.7,4,22,4,1,0,0,3,1
117,1,87.67,5,31,4,4,0,0,0,1
31,0,81.9,3,14,4,1,1,0,1,1
5,0,108.0,1,28,4,3,1,0,3,1
280,2,94.5,12,6,4,3,0,0,0,0
27,2,96.9,11,13,4,2,2,0,3,1
12,1,67.0,10,12,2,1,0,0,0,1
172,0,109.8,8,25,4,3,0,0,3,0
41,0,85.6,6,28,3,1,0,0,0,1
28,0,89.0,4,17,4,0,2,3,0,1
32,1,159.3,3,26,4,1,1,0,3,0
224,0,80.75,8,21,4,2,2,3,0,0
12,2,130.0,8,28,4,0,2,0,0,1
49,0,76.5,3,14,4,1,1,0,0,0
210,1,90.9,8,18,4,1,0,0,0,0
63,2,121.5,7,24,4,1,2,0,0,1
64,0,71.6,3,5,4,2,2,0,0,1
85,0,72.76,4,11,3,5,1,0,0,1
1,0,73.61,2,24,4,3,0,0,0,1
108,0,59.37,3,13,4,2,2,0,0,1
50,0,131.4,11,11,4,2,0,1,0,0
100,1,80.75,4,17,3,2,2,0,0,1
30,4,139.0,10,21,4,2,0,0,0,1
5,2,114.0,9,20,4,0,1,3,0,1
39,0,60.0,10,30,3,2,1,0,3,1
190,1,105.3,10,29,4,1,2,0,0,0
28,1,115.03,4,17,4,1,2,0,0,0
129,1,146.7,8,11,4,3,2,0,3,1
0,0,95.0,8,31,3,4,0,0,0,1
155,1,96.12,8,22,4,5,2,0,0,1
19,1,95.0,9,19,3,2,1,0,0,1
63,2,103.95,9,4,4,2,2,0,0,1
41,0,113.0,10,26,4,2,0,0,0,1
96,1,0.0,8,2,1,3,0,0,0,1
56,0,69.11,9,16,4,4,1,0,0,1
27,0,128.28,9,17,4,2,2,3,0,1
167,0,137.7,7,29,4,2,0,0,3,0
134,0,124.2,11,13,4,1,2,1,0,0
64,0,85.0,5,10,3,4,0,3,0,1
32,0,148.28,10,10,4,3,1,0,3,0
85,1,132.6,5,15,4,2,2,0,3,1
31,1,88.4,11,13,4,2,2,0,0,1
101,2,90.0,11,26,4,1,2,0,0,1
0,0,0.0,3,3,1,1,0,0,3,1
41,1,98.1,6,27,4,1,1,3,0,0
115,1,165.3,8,20,4,4,2,0,3,1
87,1,159.3,8,8,4,2,1,0,3,1
346,2,146.59,12,26,4,8,3,0,5,0
136,0,85.5,6,29,4,3,0,3,0,0
8,1,91.38,11,23,4,4,0,0,0,1
0,0,130.0,10,16,4,0,2,3,0,1
41,1,107.0,3,27,3,1,2,1,0,1
47,0,91.8,3,10,4,3,0,0,3,0
12,0,75.0,1,15,4,1,0,3,0,1
67,0,116.1,5,13,4,2,0,3,0,0
31,0,237.75,12,3,4,2,2,1,5,1
15,1,130.0,8,28,4,0,2,0,0,1
22,1,87.0,12,24,4,3,1,0,0,1
47,3,73.08,3,30,4,3,0,0,0,1
80,1,95.24,4,28,4,3,0,0,3,1
0,0,103.1,3,6,4,0,1,0,0,1
100,1,106.03,7,12,4,3,0,0,0,1
57,0,148.95,4,28,4,2,0,0,0,1
157,0,112.0,7,14,3,3,0,0,0,0
0,1,110.0,6,6,3,2,1,0,0,1
32,0,64.0,1,24,2,1,2,0,0,1
17,0,75.66,12,2,4,15,6,3,0,1
4,1,0.0,7,5,1,1,0,0,0,1
10,0,141.0,5,7,4,1,0,0,0,0
232,1,81.82,8,17,4,4,0,0,1,0
14,2,104.0,12,18,4,0,1,0,0,1
3,0,114.67,3,7,4,5,1,0,0,1
182,1,97.71,9,3,4,1,0,0,0,0
28,2,130.9,12,15,4,3,1,0,3,1
42,0,131.4,4,5,4,3,0,0,3,0
3,1,0.0,2,26,4,0,0,0,0,1
6,0,176.0,2,24,4,2,0,0,5,1
6,1,133.5,3,26,4,2,2,0,0,1
110,1,86.9,9,14,4,4,0,3,0,1
54,1,135.9,8,5,4,2,2,0,0,1
0,1,126.0,10,5,4,0,1,0,0,1
41,1,71.1,3,15,4,3,0,3,0,1
35,0,87.0,3,8,3,3,0,0,0,1
116,2,129.6,9,15,4,3,0,0,0,1
13,1,87.0,2,18,3,3,0,0,0,1
103,1,114.3,5,1,4,0,2,0,0,0
59,1,109.8,8,29,4,3,1,0,0,1
0,0,117.04,10,29,4,1,1,0,0,1
127,0,128.7,8,26,4,2,0,0,3,0
56,0,85.5,5,9,3,3,1,0,0,1
7,1,127.0,2,13,4,1,0,0,3,1
186,0,123.3,11,3,4,1,0,0,3,0
60,1,137.7,7,24,4,4,2,0,3,1
39,2,145.1,8,17,4,1,0,3,0,1
50,0,69.0,11,10,3,4,0,0,3,1
64,2,119.17,4,25,4,4,1,0,0,1
2,0,98.0,3,22,4,2,0,3,0,1
0,2,106.25,10,21,4,2,2,0,0,1
15,2,129.0,8,21,4,0,1,3,0,1
54,1,69.5,3,5,4,1,0,3,0,1
205,1,89.25,8,22,4,3,1,3,0,1
3,0,0.0,11,18,1,2,0,0,0,1
4,1,0.0,2,15,1,2,1,0,0,1
6,0,125.0,5,31,4,3,0,0,0,0
17,0,81.0,1,24,4,6,4,0,0,1
2,3,123.5,8,28,4,2,0,0,0,1
0,0,127.0,6,23,4,1,0,0,0,1
10,0,66.0,2,4,2,1,0,0,0,1
32,2,87.78,12,14,4,3,0,0,3,1
125,5,99.79,9,4,4,6,4,0,0,1
133,1,186.3,8,8,4,1,1,0,5,1
49,1,135.9,6,4,4,1,1,0,3,1
0,0,95.0,3,1,3,1,0,0,0,1
327,0,0.0,9,9,4,4,2,1,0,1
3,0,75.0,12,26,4,1,0,3,0,1
278,0,73.95,12,23,4,5,2,0,0,0
67,2,88.4,11,23,4,4,0,0,0,0
10,1,76.08,9,7,4,4,1,0,0,1
76,1,71.4,9,16,3,5,2,0,0,1
2,2,159.5,2,5,4,2,0,1,0,1
1,0,89.0,3,30,2,1,0,0,0,1
23,2,57.59,11,25,4,2,2,3,0,1
19,2,174.0,9,29,4,2,0,0,3,1
57,1,115.6,4,12,4,5,0,0,3,1
39,0,51.19,3,15,4,3,0,3,0,1
39,0,63.0,11,7,3,1,2,0,0,1
170,2,148.0,8,6,4,5,2,0,0,0
22,0,62.0,11,17,2,1,0,0,0,0
3,3,140.0,8,20,4,1,0,0,0,1
320,1,94.95,8,20,4,1,2,0,1,1
118,1,139.5,8,15,4,2,1,0,0,1
338,1,45.33,10,7,3,2,1,0,0,1
188,2,85.5,10,27,4,3,0,3,0,0
116,0,104.5,5,18,4,1,0,0,0,0
25,2,89.89,12,10,4,2,2,0,0,1
121,2,121.5,7,17,4,1,2,0,0,1
46,0,140.4,5,16,4,1,1,0,3,1
80,1,117.9,8,12,4,2,0,0,0,1
5,1,120.0,10,19,4,1,1,0,0,1
2,1,0.0,1,16,1,1,0,0,0,1
4,2,97.0,12,13,4,1,0,0,0,1
47,0,72.5,2,26,4,2,1,3,0,1
144,0,80.75,6,27,4,3,1,3,0,1
64,3,96.0,11,18,4,2,1,0,0,1
78,2,110.84,12,26,4,4,1,0,3,1
125,2,90.0,11,1,4,3,0,0,0,1
163,0,96.88,9,10,3,5,2,0,0,1
177,0,105.3,7,30,4,1,0,0,0,0
3,1,96.8,5,12,3,3,2,3,0,1
27,0,107.92,2,21,4,2,2,0,4,1
24,0,135.0,5,22,4,0,2,0,0,0
2,0,77.0,9,21,3,2,1,0,0,1
242,1,72.25,11,22,4,2,2,0,0,1
142,1,109.2,6,9,4,3,0,3,0,1
36,1,129.0,10,26,4,4,0,0,0,0
8,1,181.0,4,11,4,0,1,0,5,1
45,0,113.62,4,10,4,4,2,0,3,0
0,1,90.0,12,26,4,2,2,3,0,1
164,3,105.3,8,5,4,2,0,0,0,1
7,1,116.0,4,7,4,2,0,0,3,1
166,1,99.45,8,4,4,3,2,0,0,1
9,0,67.0,11,23,2,2,0,0,0,1
212,1,103.84,10,9,4,2,2,0,3,0
254,0,91.0,9,16,3,2,0,1,0,1
5,0,75.24,9,7,4,1,1,0,0,1
75,0,60.0,12,7,3,2,1,0,3,1
56,0,68.64,3,15,4,4,0,3,0,0
232,2,110.7,12,5,4,2,1,0,3,1
180,1,112.2,8,10,4,4,2,0,3,0
4,1,67.0,4,18,2,1,1,0,0,1
63,1,85.0,11,12,4,3,1,0,0,1
66,0,72.25,7,11,3,2,1,0,0,1
26,2,122.0,8,30,4,2,0,0,0,1
257,1,67.15,12,26,4,4,1,3,0,0
35,1,78.3,2,13,4,4,2,0,0,1
11,0,79.0,2,1,4,5,2,3,0,0
10,0,107.0,10,2,4,2,2,0,3,0
27,0,136.0,9,19,3,0,1,0,0,0
93,0,105.0,5,11,3,3,0,1,0,1
25,1,64.67,12,2,4,2,2,0,0,1
5,0,162.0,10,17,2,1,1,0,0,1
108,1,97.02,4,27,4,5,2,0,0,1
175,0,115.6,12,7,4,4,0,0,3,1
16,0,75.0,12,8,2,3,0,0,0,1
91,0,90.95,6,3,3,2,1,0,3,0
40,0,110.7,6,26,4,3,2,0,0,1
40,0,127.16,8,28,4,5,2,0,0,1
7,1,82.4,3,17,3,1,0,0,0,1
5,1,79.0,2,2,4,1,0,0,0,1
25,2,187.0,7,26,4,2,0,0,3,1
17,1,67.0,8,22,2,1,1,0,0,1
57,1,79.2,11,21,4,2,1,3,0,0
131,1,114.3,5,13,4,1,0,0,3,0
28,0,133.17,9,29,4,3,0,0,0,1
31,0,157.5,10,7,4,1,0,0,3,1
71,0,203.76,4,3,4,5,2,1,5,0
35,1,127.44,9,5,4,3,1,0,0,1
45,0,67.5,3,8,4,1,0,3,0,0
3,1,120.0,10,13,4,1,0,0,0,1
212,0,80.75,8,11,4,3,1,3,0,0
171,0,99.45,8,5,4,2,2,0,0,0
35,0,81.0,9,26,3,0,1,0,0,0
37,1,146.33,10,20,4,3,0,0,0,0
53,2,84.3,2,27,4,1,2,0,0,1
33,2,207.9,8,24,4,3,0,0,5,1
25,1,105.0,9,5,4,1,0,0,0,0
244,0,80.7,12,30,4,2,1,3,0,0
51,0,75.0,11,11,3,2,2,0,0,1
107,0,105.3,7,13,4,4,1,0,0,0
1,0,67.0,4,6,2,1,0,0,0,1
2,2,97.0,12,18,4,2,0,0,3,1
3,0,153.0,8,11,4,1,0,3,5,1
124,0,159.3,6,3,4,2,1,0,3,0
158,0,138.83,8,14,4,4,2,1,0,0
44,0,233.1,9,3,4,1,2,1,5,0
76,1,96.3,4,12,4,2,0,0,0,1
110,0,80.0,10,9,4,1,2,0,0,0
5,0,64.64,1,10,4,2,2,0,0,1
65,1,82.45,3,28,4,5,2,0,0,1
41,2,137.7,7,17,4,1,2,0,0,1
15,1,145.0,7,8,4,2,1,0,0,0
69,0,126.9,6,17,4,2,1,0,0,1
0,1,65.0,3,21,2,0,1,0,0,1
12,1,119.0,5,23,4,2,1,3,0,1
81,1,79.2,12,8,4,3,0,3,0,1
54,2,156.93,7,10,4,0,1,0,5,1
43,0,90.9,2,28,4,0,2,0,3,0
6,1,65.0,11,23,2,2,0,0,0,1
17,1,87.5,8,29,4,4,2,0,0,0
41,0,139.5,2,22,4,4,1,0,1,1
86,1,85.5,4,26,4,1,0,3,0,1
38,1,168.3,3,25,4,2,0,0,3,1
70,1,125.1,9,15,4,1,0,3,0,1
77,0,98.41,6,28,4,1,0,0,3,0
38,0,75.8,2,21,3,2,2,0,3,1
71,0,78.3,2,17,4,3,0,0,0,0
61,1,99.66,4,24,4,2,2,0,0,1
1,1,139.0,8,26,4,1,0,3,0,1
151,0,95.82,5,31,4,3,0,0,1,0
73,0,85.5,3,18,4,2,0,3,0,1
6,1,97.02,5,23,4,2,1,0,0,1
7,1,142.6,9,12,4,3,2,0,0,1
205,0,63.75,12,7,4,4,0,3,0,0
88,0,116.1,6,10,4,2,1,3,0,0
